134 35.0  1.0  0  0  6.0
135 35.0  1.0  0  0  6.0
136 35.0  1.0  0  0  6.0
137 35.0  1.0  0  0  6.0
138 35.0  1.0  0  0  6.0
139 35.0  1.0  0  0  6.0
140 35.0  1.0  0  0  6.0
141 35.0  1.0  0  0  6.0
142 35.0  1.0  0  0  6.0
143 35.0  1.0  0  0  6.0
144 35.0  1.0  0  0  6.0
145 35.0  1.0  0  0  6.0
146 35.0  1.0  0  0  6.0
147 35.0  1.0  0  0  6.0
148 35.0  1.0  0  0  6.0
149 35.0  1.0  0  0  6.0
150 35.0  1.0  0  0  6.0
151 35.0  1.0  0  0  6.0
152 35.0  1.0  0  0  6.0
153 35.0  1.0  0  0  6.0
154 35.0  1.0  0  0  6.0
155 35.0  1.0  0  0  6.0
156 35.0  1.0  0  0  6.0
157 35.0  1.0  0  0  6.0
158 35.0  1.0  0  0  6.0
159 35.0  1.0  0  0  6.0
160 35.0  1.0  0  0  6.0
161 35.0  1.0  0  0  6.0
162 0. 0. 0. 0. 0.
163 0. 0. 0. 0. 0.
164 0. 0. 0. 0. 0.
165 0. 0. 0. 0. 0.
166 0. 0. 0. 0. 0.
167 0. 0. 0. 0. 0.
168 0. 0. 0. 0. 0.
169 0. 0. 0. 0. 0.
170 0. 0. 0. 0. 0.
171 0. 0. 0. 0. 0.
172 0. 0. 0. 0. 0.
173 0. 0. 0. 0. 0.
